FIPS,County,Site,Sex,Rate,Unstable Rate,Count,Pop,Lower CI,Upper CI
27003,Anoka County,Leukemia,Female,4.2,,43,"876,421",3,5.7
27005,Becker County,Leukemia,Female,4,*,5,"85,294",1.1,10.8
27007,Beltrami County,Leukemia,Female,3,*,5,"116,339",1,7.7
27009,Benton County,Leukemia,Female,12.2,,15,"100,402",6.7,20.7
27011,Big Stone County,Leukemia,Female,4,*,1,"12,528",0.1,39.3
27013,Blue Earth County,Leukemia,Female,3.3,*,9,"165,980",1.5,6.9
27015,Brown County,Leukemia,Female,3.5,*,4,"63,055",0.8,11.3
27017,Carlton County,Leukemia,Female,6.9,*,10,"84,870",3.2,13.8
27019,Carver County,Leukemia,Female,3.9,*,11,"256,700",1.9,7.2
27021,Cass County,Leukemia,Female,1.8,*,1,"71,464",0,9.5
27023,Chippewa County,Leukemia,Female,7.6,*,3,"29,984",1.1,26
27025,Chisago County,Leukemia,Female,9.5,,15,"133,632",5.2,15.9
27027,Clay County,Leukemia,Female,3.8,*,8,"160,868",1.6,7.9
27029,Clearwater County,Leukemia,Female,2.5,*,1,"21,795",0.1,21.1
27031,Cook County,Leukemia,Female,3.1,*,1,"13,441",0.1,37.7
27033,Cottonwood County,Leukemia,Female,9.5,*,6,"28,371",3.3,26
27035,Crow Wing County,Leukemia,Female,3.7,*,10,"161,278",1.7,7.6
27037,Dakota County,Leukemia,Female,5,,61,"1,069,198",3.8,6.5
27039,Dodge County,Leukemia,Female,5.8,*,4,"51,604",1.5,16
27041,Douglas County,Leukemia,Female,6.2,*,10,"93,584",2.5,13.2
27043,Faribault County,Leukemia,Female,4.8,*,3,"34,562",1,18.1
27045,Fillmore County,Leukemia,Female,13.5,*,9,"52,150",5.2,28.3
27047,Freeborn County,Leukemia,Female,2.5,*,3,"76,320",0.4,9
27049,Goodhue County,Leukemia,Female,4.6,*,8,"116,296",1.8,10.1
27051,Grant County,Leukemia,Female,0,,0,"14,747",0,27.5
27053,Hennepin County,Leukemia,Female,3.9,,148,"3,151,007",3.3,4.6
27055,Houston County,Leukemia,Female,4.1,*,3,"46,781",0.8,14.5
27057,Hubbard County,Leukemia,Female,5.3,*,5,"51,923",1.7,15
27059,Isanti County,Leukemia,Female,4.9,*,5,"97,227",1.5,11.9
27061,Itasca County,Leukemia,Female,4.1,*,9,"111,792",1.8,8.8
27063,Jackson County,Leukemia,Female,5.8,*,3,"24,327",1.1,23.8
27065,Kanabec County,Leukemia,Female,4.5,*,3,"39,828",0.9,16.2
27067,Kandiyohi County,Leukemia,Female,3.1,*,5,"106,512",1,8
27069,Kittson County,Leukemia,Female,7.8,*,2,"10,755",0.7,48.8
27071,Koochiching County,Leukemia,Female,4.2,*,3,"31,214",0.8,19
27073,Lac qui Parle County,Leukemia,Female,6.2,*,2,"16,692",0.7,34.2
27075,Lake County,Leukemia,Female,5.6,*,1,"25,827",0.1,28.4
27077,Lake of the Woods County,Leukemia,Female,0,,0,"9,066",0,48.1
27079,Le Sueur County,Leukemia,Female,2,*,2,"69,999",0.2,8.4
27081,Lincoln County,Leukemia,Female,1.6,*,1,"13,946",0,31
27083,Lyon County,Leukemia,Female,7.4,*,7,"64,892",2.8,16.5
27087,Mahnomen County,Leukemia,Female,0,,0,"13,651",0,28.3
27089,Marshall County,Leukemia,Female,4.6,*,2,"23,125",0.6,23.1
27091,Martin County,Leukemia,Female,4.1,*,4,"50,054",1,13.4
27085,McLeod County,Leukemia,Female,7.4,*,9,"89,606",3.3,14.7
27093,Meeker County,Leukemia,Female,4.2,*,4,"56,668",1,12.8
27095,Mille Lacs County,Leukemia,Female,3.5,*,3,"64,283",0.7,11.2
27097,Morrison County,Leukemia,Female,9.3,*,12,"81,746",4.5,17.6
27099,Mower County,Leukemia,Female,6.8,*,11,"99,184",3.1,13.2
27101,Murray County,Leukemia,Female,7.4,*,1,"20,794",0.2,35.9
27103,Nicollet County,Leukemia,Female,8.7,*,11,"84,318",4.3,16.5
27105,Nobles County,Leukemia,Female,4.1,*,4,"52,684",1,12.7
27107,Norman County,Leukemia,Female,3.4,*,1,"16,215",0.1,28.8
27109,Olmsted County,Leukemia,Female,3.6,,20,"396,367",2.2,5.8
27111,Otter Tail County,Leukemia,Female,4.1,,13,"144,462",2.1,8
27113,Pennington County,Leukemia,Female,11.8,*,6,"35,646",4.2,27.6
27115,Pine County,Leukemia,Female,4.8,*,5,"67,827",1.5,12.7
27117,Pipestone County,Leukemia,Female,11.2,*,4,"23,530",2.7,33.6
27119,Polk County,Leukemia,Female,7.8,*,10,"78,361",3.5,15.7
27121,Pope County,Leukemia,Female,1.9,*,1,"26,991",0,17.6
27123,Ramsey County,Leukemia,Female,5.1,,88,"1,395,268",4.1,6.4
27125,Red Lake County,Leukemia,Female,17.1,*,2,"9,839",1.6,69.6
27127,Redwood County,Leukemia,Female,5.2,*,3,"38,226",1.1,17.6
27129,Renville County,Leukemia,Female,4.7,*,3,"36,057",0.6,18.4
27131,Rice County,Leukemia,Female,3.5,*,9,"162,226",1.6,7.2
27133,Rock County,Leukemia,Female,4.2,*,2,"23,883",0.4,21.8
27135,Roseau County,Leukemia,Female,8.6,*,4,"37,319",2.1,24
27139,Scott County,Leukemia,Female,7.3,,25,"364,400",4.7,10.9
27141,Sherburne County,Leukemia,Female,2.8,*,7,"230,437",1.1,6
27143,Sibley County,Leukemia,Female,4.7,*,3,"36,894",0.9,17
27137,St. Louis County,Leukemia,Female,5.6,,46,"498,004",4,7.6
27145,Stearns County,Leukemia,Female,3.6,,17,"393,447",2.1,5.8
27147,Steele County,Leukemia,Female,2.9,*,5,"92,269",0.9,8
27149,Stevens County,Leukemia,Female,2.6,*,1,"24,481",0.1,20.8
27151,Swift County,Leukemia,Female,17.7,*,4,"23,255",3.9,48
27153,Todd County,Leukemia,Female,8.4,*,9,"59,573",3.8,17.7
27155,Traverse County,Leukemia,Female,2.5,*,1,"8,215",0.1,54.2
27157,Wabasha County,Leukemia,Female,5,*,3,"53,803",0.9,15.6
27159,Wadena County,Leukemia,Female,5.3,*,4,"34,359",1.3,18.2
27161,Waseca County,Leukemia,Female,4.5,*,3,"48,819",0.9,14.8
27163,Washington County,Leukemia,Female,4.9,,37,"647,259",3.5,6.9
27165,Watonwan County,Leukemia,Female,8.2,*,3,"27,528",1.1,28.2
27167,Wilkin County,Leukemia,Female,14.1,*,4,"15,202",3.7,44.4
27169,Winona County,Leukemia,Female,6.1,*,11,"128,066",3,11.7
27171,Wright County,Leukemia,Female,4.2,,14,"333,313",2.3,7.2
27173,Yellow Medicine County,Leukemia,Female,10.4,*,5,"24,379",3.1,30.2
27001,Aitkin County,Leukemia,Male,5.4,*,5,"40,009",1.7,18.4
27003,Anoka County,Leukemia,Male,9.4,,77,"876,776",7.3,11.8
27005,Becker County,Leukemia,Male,11,,12,"84,842",5.6,19.7
27007,Beltrami County,Leukemia,Male,4.3,*,6,"115,769",1.6,9.9
27009,Benton County,Leukemia,Male,10.8,*,11,"100,455",5.3,19.5
27011,Big Stone County,Leukemia,Male,13.8,*,3,"12,411",2.7,51.9
27013,Blue Earth County,Leukemia,Male,9.5,,16,"168,321",5.4,15.7
27015,Brown County,Leukemia,Male,11.9,,12,"62,725",6.1,22
27017,Carlton County,Leukemia,Male,4.9,*,6,"93,307",1.7,11.3
27019,Carver County,Leukemia,Male,8.5,,18,"253,152",4.9,13.5
27021,Cass County,Leukemia,Male,12.5,,16,"74,621",7,21.7
27023,Chippewa County,Leukemia,Male,8.9,*,4,"29,703",2.4,25.7
27025,Chisago County,Leukemia,Male,9.8,,14,"142,936",5.3,16.7
27027,Clay County,Leukemia,Male,7.9,*,11,"156,821",3.9,14.1
27029,Clearwater County,Leukemia,Male,0,,0,"22,337",0,17.1
27031,Cook County,Leukemia,Male,8.7,*,2,"13,396",1,44.5
27033,Cottonwood County,Leukemia,Male,1.7,*,1,"28,211",0,15.7
27035,Crow Wing County,Leukemia,Male,9.9,,24,"160,206",6.3,15.2
27037,Dakota County,Leukemia,Male,8.5,,78,"1,039,595",6.7,10.7
27039,Dodge County,Leukemia,Male,10.2,*,5,"51,859",3.3,23.7
27041,Douglas County,Leukemia,Male,10.2,,15,"93,978",5.7,17.6
27043,Faribault County,Leukemia,Male,17.3,*,8,"34,449",7,36.7
27045,Fillmore County,Leukemia,Male,17,,12,"52,609",8.7,30.7
27047,Freeborn County,Leukemia,Male,5.7,*,7,"76,161",2.3,12.8
27049,Goodhue County,Leukemia,Male,8.2,,12,"115,121",4.2,14.7
27051,Grant County,Leukemia,Male,17.7,*,5,"14,903",5.7,49.4
27053,Hennepin County,Leukemia,Male,9.1,,251,"3,079,931",8,10.4
27055,Houston County,Leukemia,Male,13.8,*,9,"46,634",6.2,27.8
27057,Hubbard County,Leukemia,Male,5.3,*,5,"53,374",1.6,14.8
27059,Isanti County,Leukemia,Male,7.7,*,10,"99,647",3.6,14.8
27061,Itasca County,Leukemia,Male,9.4,,15,"114,108",5.1,16.3
27063,Jackson County,Leukemia,Male,5.9,*,2,"25,366",0.6,24.9
27065,Kanabec County,Leukemia,Male,12,*,7,"40,677",4.3,27.5
27067,Kandiyohi County,Leukemia,Male,14.2,,18,"107,532",8.3,22.9
27069,Kittson County,Leukemia,Male,0,,0,"10,801",0,38
27071,Koochiching County,Leukemia,Male,9.7,*,6,"31,302",3.5,25.9
27073,Lac qui Parle County,Leukemia,Male,2.8,*,1,"16,881",0.1,28.3
27075,Lake County,Leukemia,Male,9,*,5,"26,929",2.9,26.7
27077,Lake of the Woods County,Leukemia,Male,0,,0,"9,783",0,44.7
27079,Le Sueur County,Leukemia,Male,11.9,*,9,"71,147",5.3,23.2
27081,Lincoln County,Leukemia,Male,16.4,*,5,"14,398",5,48.3
27083,Lyon County,Leukemia,Male,7.1,*,5,"64,143",2.3,17
27087,Mahnomen County,Leukemia,Male,6.2,*,1,"13,844",0.2,38.8
27089,Marshall County,Leukemia,Male,8.7,*,3,"23,731",1.8,29
27091,Martin County,Leukemia,Male,8.4,*,6,"49,187",2.7,20.4
27085,McLeod County,Leukemia,Male,9.3,*,10,"89,432",4.3,17.6
27093,Meeker County,Leukemia,Male,10.1,*,8,"58,786",4.2,21.1
27095,Mille Lacs County,Leukemia,Male,7.6,*,6,"64,867",2.7,17.3
27097,Morrison County,Leukemia,Male,9.5,*,10,"83,433",4.5,18
27099,Mower County,Leukemia,Male,12.6,,16,"99,819",7.1,20.9
27101,Murray County,Leukemia,Male,3.1,*,1,"20,682",0.1,23.9
27103,Nicollet County,Leukemia,Male,5.4,*,5,"85,619",1.7,13
27105,Nobles County,Leukemia,Male,4.2,*,3,"56,006",0.8,13.3
27107,Norman County,Leukemia,Male,10.5,*,3,"16,402",2.2,38
27109,Olmsted County,Leukemia,Male,8.4,,34,"378,055",5.8,11.9
27111,Otter Tail County,Leukemia,Male,6.3,,15,"146,416",3.5,11
27113,Pennington County,Leukemia,Male,5.5,*,2,"35,290",0.7,20.2
27115,Pine County,Leukemia,Male,9.2,*,9,"78,135",4.2,18.1
27117,Pipestone County,Leukemia,Male,6,*,2,"22,468",0.7,25.9
27119,Polk County,Leukemia,Male,14.5,,13,"79,180",7.7,25.2
27121,Pope County,Leukemia,Male,12.2,*,5,"28,199",3.9,31.4
27123,Ramsey County,Leukemia,Male,9.2,,112,"1,326,656",7.6,11.1
27125,Red Lake County,Leukemia,Male,4.6,*,1,"10,166",0.1,44
27127,Redwood County,Leukemia,Male,13,*,7,"38,085",5.2,28.6
27129,Renville County,Leukemia,Male,13.6,*,7,"37,199",5.4,29.9
27131,Rice County,Leukemia,Male,7.2,,12,"168,770",3.7,12.7
27133,Rock County,Leukemia,Male,10,*,3,"23,204",2,31.8
27135,Roseau County,Leukemia,Male,6.1,*,3,"39,478",1.2,19.6
27139,Scott County,Leukemia,Male,10.6,,28,"362,289",6.9,15.4
27141,Sherburne County,Leukemia,Male,11.4,,20,"242,269",6.8,17.8
27143,Sibley County,Leukemia,Male,8.6,*,4,"37,639",2.3,23.5
27137,St. Louis County,Leukemia,Male,10.2,,63,"501,336",7.8,13.2
27145,Stearns County,Leukemia,Male,9.7,,39,"399,522",6.8,13.3
27147,Steele County,Leukemia,Male,8.3,*,9,"91,314",3.8,16.2
27149,Stevens County,Leukemia,Male,10.4,*,3,"24,492",2.1,33
27151,Swift County,Leukemia,Male,15,*,5,"23,604",4.8,38.1
27153,Todd County,Leukemia,Male,7.9,*,7,"63,030",2.9,17.7
27155,Traverse County,Leukemia,Male,15.7,*,3,"8,348",3.2,66.6
27157,Wabasha County,Leukemia,Male,7.2,*,6,"53,768",2.6,17.2
27159,Wadena County,Leukemia,Male,10.1,*,5,"33,901",3.3,25.7
27161,Waseca County,Leukemia,Male,6.7,*,4,"44,854",1.7,18.6
27163,Washington County,Leukemia,Male,7.9,,46,"633,105",5.7,10.5
27165,Watonwan County,Leukemia,Male,7.7,*,3,"27,208",1.6,25.3
27167,Wilkin County,Leukemia,Male,3.9,*,1,"16,324",0.1,29.3
27169,Winona County,Leukemia,Male,9.1,,13,"126,028",4.7,16.2
27171,Wright County,Leukemia,Male,9.9,,28,"339,401",6.5,14.4
27173,Yellow Medicine County,Leukemia,Male,12.2,*,4,"24,761",3.3,33.8
27001,Aitkin County,Liver and Intrahepatic Bile Duct,All,8.7,,16,"79,137",4.9,16.3
27003,Anoka County,Liver and Intrahepatic Bile Duct,All,6.2,,119,"1,753,197",5.1,7.4
27005,Becker County,Liver and Intrahepatic Bile Duct,All,6.9,,19,"170,136",4.1,11.3
27007,Beltrami County,Liver and Intrahepatic Bile Duct,All,3.6,*,11,"232,108",1.8,6.7
27009,Benton County,Liver and Intrahepatic Bile Duct,All,2.4,*,6,"200,857",0.9,5.5
27011,Big Stone County,Liver and Intrahepatic Bile Duct,All,8.4,*,5,"24,939",2.6,26.9
27013,Blue Earth County,Liver and Intrahepatic Bile Duct,All,6.5,,23,"334,301",4.1,9.9
27015,Brown County,Liver and Intrahepatic Bile Duct,All,7.8,,14,"125,780",4,14
27017,Carlton County,Liver and Intrahepatic Bile Duct,All,5.5,,14,"178,177",3,9.6
27019,Carver County,Liver and Intrahepatic Bile Duct,All,3.6,,19,"509,852",2.1,5.7
27021,Cass County,Liver and Intrahepatic Bile Duct,All,5.7,,16,"146,085",3.2,10
27023,Chippewa County,Liver and Intrahepatic Bile Duct,All,2.6,*,3,"59,687",0.5,10
27025,Chisago County,Liver and Intrahepatic Bile Duct,All,4.5,,15,"276,568",2.4,7.5
27027,Clay County,Liver and Intrahepatic Bile Duct,All,5.1,,16,"317,689",2.8,8.3
27029,Clearwater County,Liver and Intrahepatic Bile Duct,All,3.9,*,3,"44,132",0.8,14
27031,Cook County,Liver and Intrahepatic Bile Duct,All,2,*,1,"26,837",0.1,19.3
27033,Cottonwood County,Liver and Intrahepatic Bile Duct,All,11,*,11,"56,582",5.3,21.5
27035,Crow Wing County,Liver and Intrahepatic Bile Duct,All,4.8,,24,"321,484",3,7.5
27037,Dakota County,Liver and Intrahepatic Bile Duct,All,6.2,,143,"2,108,793",5.2,7.3
27039,Dodge County,Liver and Intrahepatic Bile Duct,All,3.3,*,4,"103,463",0.9,8.9
27041,Douglas County,Liver and Intrahepatic Bile Duct,All,6.6,,21,"187,562",4,10.6
27043,Faribault County,Liver and Intrahepatic Bile Duct,All,2.7,*,4,"69,011",0.7,9.2
27045,Fillmore County,Liver and Intrahepatic Bile Duct,All,5,*,8,"104,759",2.1,10.7
27047,Freeborn County,Liver and Intrahepatic Bile Duct,All,5.4,,13,"152,481",2.8,9.7
27049,Goodhue County,Liver and Intrahepatic Bile Duct,All,4.4,,15,"231,417",2.4,7.5
27051,Grant County,Liver and Intrahepatic Bile Duct,All,4.6,*,3,"29,650",0.9,19.1
27053,Hennepin County,Liver and Intrahepatic Bile Duct,All,6.6,,464,"6,230,938",6,7.2
27055,Houston County,Liver and Intrahepatic Bile Duct,All,4.7,*,7,"93,415",1.8,10.7
27057,Hubbard County,Liver and Intrahepatic Bile Duct,All,7.8,,15,"105,297",4.3,13.9
27059,Isanti County,Liver and Intrahepatic Bile Duct,All,3.4,*,9,"196,874",1.5,6.7
27061,Itasca County,Liver and Intrahepatic Bile Duct,All,6.1,,23,"225,900",3.7,9.7
27063,Jackson County,Liver and Intrahepatic Bile Duct,All,6.6,*,5,"49,693",2,17.5
27065,Kanabec County,Liver and Intrahepatic Bile Duct,All,9.1,,12,"80,505",4.6,16.9
27067,Kandiyohi County,Liver and Intrahepatic Bile Duct,All,4.8,,13,"214,044",2.4,8.6
27069,Kittson County,Liver and Intrahepatic Bile Duct,All,15.3,*,6,"21,556",5.6,39.2
27071,Koochiching County,Liver and Intrahepatic Bile Duct,All,3.3,*,4,"62,516",0.9,11.1
27073,Lac qui Parle County,Liver and Intrahepatic Bile Duct,All,6.9,*,4,"33,573",1.9,21.9
27075,Lake County,Liver and Intrahepatic Bile Duct,All,3.4,*,4,"52,756",0.9,12.1
27077,Lake of the Woods County,Liver and Intrahepatic Bile Duct,All,0,,0,"18,849",0,23.1
27079,Le Sueur County,Liver and Intrahepatic Bile Duct,All,7.3,,15,"141,146",4.1,12.5
27081,Lincoln County,Liver and Intrahepatic Bile Duct,All,0,,0,"28,344",0,14.1
27083,Lyon County,Liver and Intrahepatic Bile Duct,All,5.2,*,8,"129,035",2.2,10.7
27087,Mahnomen County,Liver and Intrahepatic Bile Duct,All,13.7,*,5,"27,495",4.4,34.3
27089,Marshall County,Liver and Intrahepatic Bile Duct,All,11.5,*,7,"46,856",4.3,25.5
27091,Martin County,Liver and Intrahepatic Bile Duct,All,4.4,*,8,"99,241",1.9,9.8
27085,McLeod County,Liver and Intrahepatic Bile Duct,All,3,*,7,"179,038",1.1,6.5
27093,Meeker County,Liver and Intrahepatic Bile Duct,All,5.4,,11,"115,454",2.7,10.4
27095,Mille Lacs County,Liver and Intrahepatic Bile Duct,All,5.3,*,10,"129,150",2.5,10.2
27097,Morrison County,Liver and Intrahepatic Bile Duct,All,3.7,*,9,"165,179",1.7,7.4
27099,Mower County,Liver and Intrahepatic Bile Duct,All,8.1,,22,"199,003",5,12.6
27101,Murray County,Liver and Intrahepatic Bile Duct,All,1.2,*,1,"41,476",0,11.3
27103,Nicollet County,Liver and Intrahepatic Bile Duct,All,3.6,*,7,"169,937",1.4,7.6
27105,Nobles County,Liver and Intrahepatic Bile Duct,All,7.4,*,10,"108,690",3.5,14.1
27107,Norman County,Liver and Intrahepatic Bile Duct,All,9.6,*,4,"32,617",2.1,27.7
27109,Olmsted County,Liver and Intrahepatic Bile Duct,All,6.1,,58,"774,422",4.6,7.9
27111,Otter Tail County,Liver and Intrahepatic Bile Duct,All,4.3,,22,"290,878",2.6,6.8
27113,Pennington County,Liver and Intrahepatic Bile Duct,All,7,*,6,"70,936",2.5,15.8
27115,Pine County,Liver and Intrahepatic Bile Duct,All,6.1,,14,"145,962",3.3,10.9
27117,Pipestone County,Liver and Intrahepatic Bile Duct,All,8.1,*,7,"45,998",3.2,19.2
27119,Polk County,Liver and Intrahepatic Bile Duct,All,5.7,,12,"157,541",2.9,10.3
27121,Pope County,Liver and Intrahepatic Bile Duct,All,2.6,*,3,"55,190",0.5,10.5
27123,Ramsey County,Liver and Intrahepatic Bile Duct,All,7.5,,228,"2,721,924",6.5,8.6
27125,Red Lake County,Liver and Intrahepatic Bile Duct,All,15.2,*,4,"20,005",4,42.4
27127,Redwood County,Liver and Intrahepatic Bile Duct,All,4.9,*,6,"76,311",1.8,11.8
27129,Renville County,Liver and Intrahepatic Bile Duct,All,4.9,*,6,"73,256",1.7,12.1
27131,Rice County,Liver and Intrahepatic Bile Duct,All,4.9,,19,"330,996",2.9,7.8
27133,Rock County,Liver and Intrahepatic Bile Duct,All,4.4,*,2,"47,087",0.5,16.2
27135,Roseau County,Liver and Intrahepatic Bile Duct,All,2.2,*,2,"76,797",0.3,8.6
27139,Scott County,Liver and Intrahepatic Bile Duct,All,5.2,,33,"726,689",3.5,7.3
27141,Sherburne County,Liver and Intrahepatic Bile Duct,All,6.2,,28,"472,706",4,9
27143,Sibley County,Liver and Intrahepatic Bile Duct,All,3.3,*,4,"74,533",0.9,9.7
27137,St. Louis County,Liver and Intrahepatic Bile Duct,All,5.2,,76,"999,340",4.1,6.6
27145,Stearns County,Liver and Intrahepatic Bile Duct,All,4.7,,43,"792,969",3.4,6.4
27147,Steele County,Liver and Intrahepatic Bile Duct,All,5.6,,14,"183,583",3,9.7
27149,Stevens County,Liver and Intrahepatic Bile Duct,All,3.4,*,2,"48,973",0.4,13.7
27151,Swift County,Liver and Intrahepatic Bile Duct,All,5,*,4,"46,859",1.3,15.1
27153,Todd County,Liver and Intrahepatic Bile Duct,All,5.5,*,10,"122,603",2.6,10.7
27155,Traverse County,Liver and Intrahepatic Bile Duct,All,6.4,*,2,"16,563",0.8,33.1
27157,Wabasha County,Liver and Intrahepatic Bile Duct,All,6.3,*,11,"107,571",3.1,12.1
27159,Wadena County,Liver and Intrahepatic Bile Duct,All,9.9,*,9,"68,260",4.3,19.8
27161,Waseca County,Liver and Intrahepatic Bile Duct,All,4.7,*,5,"93,673",1.5,11.4
27163,Washington County,Liver and Intrahepatic Bile Duct,All,5.7,,86,"1,280,364",4.5,7.1
27165,Watonwan County,Liver and Intrahepatic Bile Duct,All,6.7,*,5,"54,736",1.8,17.5
27167,Wilkin County,Liver and Intrahepatic Bile Duct,All,0,,0,"31,526",0,12.2
27169,Winona County,Liver and Intrahepatic Bile Duct,All,6.3,,20,"254,094",3.8,10
27171,Wright County,Liver and Intrahepatic Bile Duct,All,4.5,,30,"672,714",3,6.5
27173,Yellow Medicine County,Liver and Intrahepatic Bile Duct,All,2.5,*,2,"49,140",0.3,11.6
27001,Aitkin County,Liver and Intrahepatic Bile Duct,Female,4.9,*,5,"39,128",1.6,17.9
27003,Anoka County,Liver and Intrahepatic Bile Duct,Female,4.2,,44,"876,421",3,5.7
27005,Becker County,Liver and Intrahepatic Bile Duct,Female,4.3,*,6,"85,294",1.5,10.5
27007,Beltrami County,Liver and Intrahepatic Bile Duct,Female,3.8,*,6,"116,339",1.4,8.8
27009,Benton County,Liver and Intrahepatic Bile Duct,Female,0.9,*,2,"100,402",0.1,4.9
27011,Big Stone County,Liver and Intrahepatic Bile Duct,Female,3.3,*,1,"12,528",0.1,38
27013,Blue Earth County,Liver and Intrahepatic Bile Duct,Female,4.5,*,8,"165,980",1.8,9.2
27015,Brown County,Liver and Intrahepatic Bile Duct,Female,5.1,*,5,"63,055",1.5,13.6
27017,Carlton County,Liver and Intrahepatic Bile Duct,Female,4.4,*,6,"84,870",1.6,10.6
27019,Carver County,Liver and Intrahepatic Bile Duct,Female,1.8,*,5,"256,700",0.5,4.4
27021,Cass County,Liver and Intrahepatic Bile Duct,Female,2.7,*,4,"71,464",0.7,9.3
27023,Chippewa County,Liver and Intrahepatic Bile Duct,Female,1.1,*,1,"29,984",0,14.1
27025,Chisago County,Liver and Intrahepatic Bile Duct,Female,4.3,*,8,"133,632",1.8,9
27027,Clay County,Liver and Intrahepatic Bile Duct,Female,2.3,*,4,"160,868",0.6,6.1
27029,Clearwater County,Liver and Intrahepatic Bile Duct,Female,0,,0,"21,795",0,17.8
27031,Cook County,Liver and Intrahepatic Bile Duct,Female,3.9,*,1,"13,441",0.1,39.1
27033,Cottonwood County,Liver and Intrahepatic Bile Duct,Female,7.7,*,4,"28,371",1.9,24.6
27035,Crow Wing County,Liver and Intrahepatic Bile Duct,Female,3.3,*,8,"161,278",1.3,7.1
27037,Dakota County,Liver and Intrahepatic Bile Duct,Female,4.8,,59,"1,069,198",3.6,6.2
27039,Dodge County,Liver and Intrahepatic Bile Duct,Female,1.4,*,1,"51,604",0,9.5
27041,Douglas County,Liver and Intrahepatic Bile Duct,Female,2.6,*,5,"93,584",0.8,7.5
27043,Faribault County,Liver and Intrahepatic Bile Duct,Female,3,*,2,"34,562",0.4,15.7
27045,Fillmore County,Liver and Intrahepatic Bile Duct,Female,3.9,*,3,"52,150",0.7,13.6
27047,Freeborn County,Liver and Intrahepatic Bile Duct,Female,4.4,*,6,"76,320",1.5,11.2
27049,Goodhue County,Liver and Intrahepatic Bile Duct,Female,2.1,*,4,"116,296",0.6,6.2
27051,Grant County,Liver and Intrahepatic Bile Duct,Female,2.1,*,1,"14,747",0.1,29.6
27053,Hennepin County,Liver and Intrahepatic Bile Duct,Female,3.8,,146,"3,151,007",3.2,4.5
27055,Houston County,Liver and Intrahepatic Bile Duct,Female,3.7,*,3,"46,781",0.7,13.9
27057,Hubbard County,Liver and Intrahepatic Bile Duct,Female,6.7,*,6,"51,923",2.4,17.2
27059,Isanti County,Liver and Intrahepatic Bile Duct,Female,2.3,*,3,"97,227",0.5,7.4
27061,Itasca County,Liver and Intrahepatic Bile Duct,Female,2.5,*,5,"111,792",0.8,7
27063,Jackson County,Liver and Intrahepatic Bile Duct,Female,2.1,*,1,"24,327",0.1,19
27065,Kanabec County,Liver and Intrahepatic Bile Duct,Female,4.8,*,3,"39,828",1,16.7
27067,Kandiyohi County,Liver and Intrahepatic Bile Duct,Female,5.8,*,8,"106,512",2.3,12.3
27069,Kittson County,Liver and Intrahepatic Bile Duct,Female,15.2,*,3,"10,755",3.1,58.9
27071,Koochiching County,Liver and Intrahepatic Bile Duct,Female,2.6,*,2,"31,214",0.3,17
27073,Lac qui Parle County,Liver and Intrahepatic Bile Duct,Female,6.7,*,2,"16,692",0.8,35.2
27075,Lake County,Liver and Intrahepatic Bile Duct,Female,0,,0,"25,827",0,16.9
27077,Lake of the Woods County,Liver and Intrahepatic Bile Duct,Female,0,,0,"9,066",0,48.1
27079,Le Sueur County,Liver and Intrahepatic Bile Duct,Female,6.6,*,7,"69,999",2.6,14.7
27081,Lincoln County,Liver and Intrahepatic Bile Duct,Female,0,,0,"13,946",0,29.6
27083,Lyon County,Liver and Intrahepatic Bile Duct,Female,2.3,*,2,"64,892",0.2,9.7
27087,Mahnomen County,Liver and Intrahepatic Bile Duct,Female,16.1,*,3,"13,651",3.3,52.4
27089,Marshall County,Liver and Intrahepatic Bile Duct,Female,8.5,*,3,"23,125",1.8,29.2
27091,Martin County,Liver and Intrahepatic Bile Duct,Female,2.8,*,3,"50,054",0.5,11.7
27085,McLeod County,Liver and Intrahepatic Bile Duct,Female,1.3,*,2,"89,606",0.1,6
27093,Meeker County,Liver and Intrahepatic Bile Duct,Female,1.5,*,2,"56,668",0.2,8.6
27095,Mille Lacs County,Liver and Intrahepatic Bile Duct,Female,1.1,*,1,"64,283",0,7.5
27097,Morrison County,Liver and Intrahepatic Bile Duct,Female,3.2,*,4,"81,746",0.8,9.5
27099,Mower County,Liver and Intrahepatic Bile Duct,Female,8.5,,12,"99,184",4.3,15.6
27101,Murray County,Liver and Intrahepatic Bile Duct,Female,0,,0,"20,794",0,20
27103,Nicollet County,Liver and Intrahepatic Bile Duct,Female,1.6,*,2,"84,318",0.2,7
27105,Nobles County,Liver and Intrahepatic Bile Duct,Female,1.5,*,1,"52,684",0,9.5
27107,Norman County,Liver and Intrahepatic Bile Duct,Female,8.9,*,1,"16,215",0.2,43.5
27109,Olmsted County,Liver and Intrahepatic Bile Duct,Female,4.2,,21,"396,367",2.6,6.6
27111,Otter Tail County,Liver and Intrahepatic Bile Duct,Female,4.3,*,11,"144,462",2,8.7
27113,Pennington County,Liver and Intrahepatic Bile Duct,Female,2,*,1,"35,646",0.1,13.7
27115,Pine County,Liver and Intrahepatic Bile Duct,Female,3.2,*,4,"67,827",0.9,10.2
27117,Pipestone County,Liver and Intrahepatic Bile Duct,Female,0,,0,"23,530",0,16.7
27119,Polk County,Liver and Intrahepatic Bile Duct,Female,1.6,*,2,"78,361",0.2,7.2
