FIPS,County,Site,Sex,Rate,Unstable Rate,Count,Pop,Lower CI,Upper CI
27101,Murray County,Leukemia,Female,8.5,*,3,"20,794",1.8,31.4
27103,Nicollet County,Leukemia,Female,17.2,,17,"84,318",9.7,28.2
27105,Nobles County,Leukemia,Female,14.5,*,11,"52,684",6.8,27.8
27107,Norman County,Leukemia,Female,1.8,*,1,"16,215",0,26
27109,Olmsted County,Leukemia,Female,13.5,,62,"396,367",10.3,17.4
27111,Otter Tail County,Leukemia,Female,10.9,,25,"144,462",6.6,17.3
27113,Pennington County,Leukemia,Female,14,*,8,"35,646",5.9,30
27115,Pine County,Leukemia,Female,14.6,,16,"67,827",8,25.4
27117,Pipestone County,Leukemia,Female,24.2,*,10,"23,530",10.8,49.9
27119,Polk County,Leukemia,Female,16.9,,17,"78,361",9.6,28
27121,Pope County,Leukemia,Female,9.2,*,2,"26,991",1.1,32
27123,Ramsey County,Leukemia,Female,12.6,,196,"1,395,268",10.8,14.5
27125,Red Lake County,Leukemia,Female,18.9,*,2,"9,839",1.7,74.7
27127,Redwood County,Leukemia,Female,8.3,*,5,"38,226",2.7,21.8
27129,Renville County,Leukemia,Female,10.7,*,6,"36,057",3.4,26.7
27131,Rice County,Leukemia,Female,6.1,,13,"162,226",3.1,10.9
27133,Rock County,Leukemia,Female,7.8,*,3,"23,883",1.6,27.1
27135,Roseau County,Leukemia,Female,9.8,*,5,"37,319",3,25
27139,Scott County,Leukemia,Female,15.6,,57,"364,400",11.8,20.3
27141,Sherburne County,Leukemia,Female,9.3,,23,"230,437",5.8,14.1
27143,Sibley County,Leukemia,Female,12.3,*,6,"36,894",4.2,28.9
27137,St. Louis County,Leukemia,Female,15.4,,111,"498,004",12.5,18.9
27145,Stearns County,Leukemia,Female,9,,43,"393,447",6.4,12.2
27147,Steele County,Leukemia,Female,8.9,*,11,"92,269",4.3,16.7
27149,Stevens County,Leukemia,Female,4.1,*,1,"24,481",0.1,24.2
27151,Swift County,Leukemia,Female,21.4,*,7,"23,255",7.2,49.9
27153,Todd County,Leukemia,Female,7.3,*,7,"59,573",2.9,16.7
27155,Traverse County,Leukemia,Female,0,,0,"8,215",0,52.2
27157,Wabasha County,Leukemia,Female,7,*,6,"53,803",2.5,17
27159,Wadena County,Leukemia,Female,16.9,*,10,"34,359",7.5,34.8
27161,Waseca County,Leukemia,Female,11.7,*,7,"48,819",4.5,25.3
27163,Washington County,Leukemia,Female,12.9,,97,"647,259",10.4,15.9
27165,Watonwan County,Leukemia,Female,2.7,*,1,"27,528",0.1,18.2
27167,Wilkin County,Leukemia,Female,24.5,*,5,"15,202",7.2,63
27169,Winona County,Leukemia,Female,13.5,,21,"128,066",8.1,21.3
27171,Wright County,Leukemia,Female,10.7,,36,"333,313",7.4,14.9
27173,Yellow Medicine County,Leukemia,Female,15.2,*,7,"24,379",4.8,38.6
27001,Aitkin County,Leukemia,Male,25.3,,18,"40,009",13,46.3
27003,Anoka County,Leukemia,Male,22.9,,206,"876,776",19.7,26.4
27005,Becker County,Leukemia,Male,26.9,,32,"84,842",18.2,38.8
27007,Beltrami County,Leukemia,Male,21.3,,27,"115,769",13.8,31.5
27009,Benton County,Leukemia,Male,20.1,,20,"100,455",12.1,31.4
27011,Big Stone County,Leukemia,Male,20.8,*,5,"12,411",6.5,60.4
27013,Blue Earth County,Leukemia,Male,21.3,,34,"168,321",14.6,30.1
27015,Brown County,Leukemia,Male,33.6,,30,"62,725",22.3,49.2
27017,Carlton County,Leukemia,Male,15.7,,18,"93,307",9.1,25.4
27019,Carver County,Leukemia,Male,20.2,,47,"253,152",14.6,27.1
27021,Cass County,Leukemia,Male,28.1,,39,"74,621",19.8,39.8
27023,Chippewa County,Leukemia,Male,11.9,*,5,"29,703",3.8,30
27025,Chisago County,Leukemia,Male,31.5,,46,"142,936",22.9,42.3
27027,Clay County,Leukemia,Male,25.3,,36,"156,821",17.6,35.1
27029,Clearwater County,Leukemia,Male,18.8,*,6,"22,337",6.9,43.9
27031,Cook County,Leukemia,Male,18.6,*,6,"13,396",6.7,55.1
27033,Cottonwood County,Leukemia,Male,6.4,*,3,"28,211",1.3,22.6
27035,Crow Wing County,Leukemia,Male,23.9,,57,"160,206",17.9,31.7
27037,Dakota County,Leukemia,Male,21.9,,222,"1,039,595",19,25.1
27039,Dodge County,Leukemia,Male,20.5,,12,"51,859",10.4,36.5
27041,Douglas County,Leukemia,Male,29.2,,38,"93,978",20.3,41.1
27043,Faribault County,Leukemia,Male,24.8,*,11,"34,449",11.8,46.7
27045,Fillmore County,Leukemia,Male,30.8,,23,"52,609",19.2,47.4
27047,Freeborn County,Leukemia,Male,14.8,,16,"76,161",8.3,25
27049,Goodhue County,Leukemia,Male,22.6,,33,"115,121",15.3,32.3
27051,Grant County,Leukemia,Male,29.8,*,7,"14,903",11.3,68.2
27053,Hennepin County,Leukemia,Male,22.6,,674,"3,079,931",20.9,24.4
27055,Houston County,Leukemia,Male,27.9,,18,"46,634",16.1,46
27057,Hubbard County,Leukemia,Male,21.8,,16,"53,374",11.3,38.3
27059,Isanti County,Leukemia,Male,23,,26,"99,647",14.8,34.2
27061,Itasca County,Leukemia,Male,22.5,,38,"114,108",15.7,31.7
27063,Jackson County,Leukemia,Male,14.4,*,4,"25,366",3.4,39.2
27065,Kanabec County,Leukemia,Male,27,,17,"40,677",15.1,46
27067,Kandiyohi County,Leukemia,Male,21.9,,30,"107,532",14.7,31.7
27069,Kittson County,Leukemia,Male,5.1,*,1,"10,801",0.1,44.6
27071,Koochiching County,Leukemia,Male,18.5,*,10,"31,302",8.7,37.9
27073,Lac qui Parle County,Leukemia,Male,12.6,*,3,"16,881",2.4,43.5
27075,Lake County,Leukemia,Male,29.8,,16,"26,929",16.9,52.6
27077,Lake of the Woods County,Leukemia,Male,31.7,*,5,"9,783",9.7,88
27079,Le Sueur County,Leukemia,Male,24.8,,22,"71,147",15.2,38.4
27081,Lincoln County,Leukemia,Male,32.8,*,7,"14,398",12.1,74.9
27083,Lyon County,Leukemia,Male,21.9,,13,"64,143",11.6,37.5
27087,Mahnomen County,Leukemia,Male,6.2,*,1,"13,844",0.2,38.8
27089,Marshall County,Leukemia,Male,17.6,*,6,"23,731",6.2,41.8
27091,Martin County,Leukemia,Male,20.6,*,13,"49,187",10.3,37.3
27085,McLeod County,Leukemia,Male,22.2,,25,"89,432",14.3,33.4
27093,Meeker County,Leukemia,Male,28.7,,23,"58,786",17.9,44.3
27095,Mille Lacs County,Leukemia,Male,21.2,,19,"64,867",12.6,33.9
27097,Morrison County,Leukemia,Male,20.2,,21,"83,433",12.3,31.5
27099,Mower County,Leukemia,Male,17.8,,22,"99,819",11,27.4
27101,Murray County,Leukemia,Male,19.7,*,6,"20,682",6.4,48.7
27103,Nicollet County,Leukemia,Male,18,,17,"85,619",10.3,29.4
27105,Nobles County,Leukemia,Male,20.1,,13,"56,006",10.6,34.9
27107,Norman County,Leukemia,Male,33.1,*,7,"16,402",12.4,73
27109,Olmsted County,Leukemia,Male,18.6,,73,"378,055",14.5,23.5
27111,Otter Tail County,Leukemia,Male,18.8,,46,"146,416",13.6,25.7
27113,Pennington County,Leukemia,Male,24,*,11,"35,290",11.7,44.6
27115,Pine County,Leukemia,Male,20.4,,19,"78,135",11.9,33
27117,Pipestone County,Leukemia,Male,15.7,*,5,"22,468",5.1,39.7
27119,Polk County,Leukemia,Male,33.2,,31,"79,180",22.4,47.7
27121,Pope County,Leukemia,Male,31.1,*,11,"28,199",14.4,59.2
27123,Ramsey County,Leukemia,Male,22.1,,287,"1,326,656",19.5,24.9
27125,Red Lake County,Leukemia,Male,19,*,3,"10,166",3.9,65.5
27127,Redwood County,Leukemia,Male,36.8,,20,"38,085",22.1,58.8
27129,Renville County,Leukemia,Male,33.4,,16,"37,199",18.3,56.5
27131,Rice County,Leukemia,Male,25.2,,45,"168,770",18.2,33.9
27133,Rock County,Leukemia,Male,13.9,*,4,"23,204",3.6,38.1
27135,Roseau County,Leukemia,Male,32.9,,15,"39,478",17.8,56
27139,Scott County,Leukemia,Male,21.8,,65,"362,289",16.6,28
27141,Sherburne County,Leukemia,Male,32.5,,63,"242,269",24.6,42
27143,Sibley County,Leukemia,Male,26.9,,12,"37,639",13.6,48.3
27137,St. Louis County,Leukemia,Male,20.3,,127,"501,336",16.8,24.4
27145,Stearns County,Leukemia,Male,18.9,,80,"399,522",14.9,23.7
27147,Steele County,Leukemia,Male,19.5,,22,"91,314",12,30.1
27149,Stevens County,Leukemia,Male,54.3,,15,"24,492",30.2,91.2
27151,Swift County,Leukemia,Male,22.7,*,8,"23,604",9.7,48
27153,Todd County,Leukemia,Male,22,,17,"63,030",12.1,36.8
27155,Traverse County,Leukemia,Male,17.6,*,3,"8,348",3.5,70.3
27157,Wabasha County,Leukemia,Male,20.1,,14,"53,768",10.8,34.9
27159,Wadena County,Leukemia,Male,18.6,*,9,"33,901",8.4,37.3
27161,Waseca County,Leukemia,Male,23.3,,14,"44,854",12.5,40.4
27163,Washington County,Leukemia,Male,20.2,,132,"633,105",16.8,24.1
27165,Watonwan County,Leukemia,Male,25.1,*,10,"27,208",12,48.5
27167,Wilkin County,Leukemia,Male,22.7,*,5,"16,324",7.3,57
27169,Winona County,Leukemia,Male,29.7,,42,"126,028",21.1,40.8
27171,Wright County,Leukemia,Male,22.5,,72,"339,401",17.4,28.5
27173,Yellow Medicine County,Leukemia,Male,38,,12,"24,761",19,69.1
27001,Aitkin County,Liver and Intrahepatic Bile Duct,All,9.8,,18,"79,137",5.8,17.7
27003,Anoka County,Liver and Intrahepatic Bile Duct,All,9.6,,192,"1,753,197",8.3,11.1
27005,Becker County,Liver and Intrahepatic Bile Duct,All,9.7,,26,"170,136",6.2,14.7
27007,Beltrami County,Liver and Intrahepatic Bile Duct,All,5.6,,17,"232,108",3.2,9.2
27009,Benton County,Liver and Intrahepatic Bile Duct,All,1.9,*,5,"200,857",0.6,4.7
27011,Big Stone County,Liver and Intrahepatic Bile Duct,All,13.4,*,5,"24,939",3.9,36.3
27013,Blue Earth County,Liver and Intrahepatic Bile Duct,All,8.3,,29,"334,301",5.5,12.1
27015,Brown County,Liver and Intrahepatic Bile Duct,All,13.7,,22,"125,780",8.2,21.5
27017,Carlton County,Liver and Intrahepatic Bile Duct,All,7.1,,19,"178,177",4.2,11.5
27019,Carver County,Liver and Intrahepatic Bile Duct,All,6.2,,34,"509,852",4.2,8.8
27021,Cass County,Liver and Intrahepatic Bile Duct,All,7.3,,20,"146,085",4.3,12
27023,Chippewa County,Liver and Intrahepatic Bile Duct,All,3.9,*,4,"59,687",1,11.9
27025,Chisago County,Liver and Intrahepatic Bile Duct,All,9.3,,32,"276,568",6.3,13.3
27027,Clay County,Liver and Intrahepatic Bile Duct,All,7.2,,24,"317,689",4.6,10.9
27029,Clearwater County,Liver and Intrahepatic Bile Duct,All,8.1,*,6,"44,132",3,19.8
27031,Cook County,Liver and Intrahepatic Bile Duct,All,1.6,*,1,"26,837",0,18.6
27033,Cottonwood County,Liver and Intrahepatic Bile Duct,All,8.1,*,8,"56,582",3.4,17.7
27035,Crow Wing County,Liver and Intrahepatic Bile Duct,All,7.3,,39,"321,484",5.2,10.3
27037,Dakota County,Liver and Intrahepatic Bile Duct,All,8.8,,208,"2,108,793",7.6,10.1
27039,Dodge County,Liver and Intrahepatic Bile Duct,All,7.9,*,9,"103,463",3.6,15.2
27041,Douglas County,Liver and Intrahepatic Bile Duct,All,8.2,,25,"187,562",5.3,12.6
27043,Faribault County,Liver and Intrahepatic Bile Duct,All,2.7,*,4,"69,011",0.7,9.2
27045,Fillmore County,Liver and Intrahepatic Bile Duct,All,6.4,*,9,"104,759",2.8,12.9
27047,Freeborn County,Liver and Intrahepatic Bile Duct,All,8.2,,16,"152,481",4.5,13.8
27049,Goodhue County,Liver and Intrahepatic Bile Duct,All,5.3,,18,"231,417",3.1,8.6
27051,Grant County,Liver and Intrahepatic Bile Duct,All,7.8,*,5,"29,650",2.5,23.2
27053,Hennepin County,Liver and Intrahepatic Bile Duct,All,9.1,,651,"6,230,938",8.4,9.8
27055,Houston County,Liver and Intrahepatic Bile Duct,All,4.5,*,7,"93,415",1.8,10.4
27057,Hubbard County,Liver and Intrahepatic Bile Duct,All,6.5,,13,"105,297",3.4,12.3
27059,Isanti County,Liver and Intrahepatic Bile Duct,All,6.6,,17,"196,874",3.8,10.8
27061,Itasca County,Liver and Intrahepatic Bile Duct,All,7,,26,"225,900",4.4,10.7
27063,Jackson County,Liver and Intrahepatic Bile Duct,All,6.8,*,5,"49,693",2.1,17.7
27065,Kanabec County,Liver and Intrahepatic Bile Duct,All,6.8,*,10,"80,505",3.2,13.8
27067,Kandiyohi County,Liver and Intrahepatic Bile Duct,All,5.7,,15,"214,044",3,9.8
27069,Kittson County,Liver and Intrahepatic Bile Duct,All,10.1,*,4,"21,556",2.7,32.3
27071,Koochiching County,Liver and Intrahepatic Bile Duct,All,4,*,5,"62,516",1.3,11.9
27073,Lac qui Parle County,Liver and Intrahepatic Bile Duct,All,6,*,4,"33,573",1.5,20.4
27075,Lake County,Liver and Intrahepatic Bile Duct,All,4.5,*,5,"52,756",1.4,13.6
27077,Lake of the Woods County,Liver and Intrahepatic Bile Duct,All,2.8,*,1,"18,849",0.1,26.4
27079,Le Sueur County,Liver and Intrahepatic Bile Duct,All,10.9,,21,"141,146",6.7,17
27081,Lincoln County,Liver and Intrahepatic Bile Duct,All,1.7,*,1,"28,344",0,16.2
27083,Lyon County,Liver and Intrahepatic Bile Duct,All,6.4,*,9,"129,035",2.7,12.6
27087,Mahnomen County,Liver and Intrahepatic Bile Duct,All,13.6,*,5,"27,495",4.3,34.1
27089,Marshall County,Liver and Intrahepatic Bile Duct,All,17.7,*,11,"46,856",8.3,33.7
27091,Martin County,Liver and Intrahepatic Bile Duct,All,5.1,*,10,"99,241",2.4,10.6
27085,McLeod County,Liver and Intrahepatic Bile Duct,All,4.7,*,11,"179,038",2.3,8.8
27093,Meeker County,Liver and Intrahepatic Bile Duct,All,9,,17,"115,454",5.2,15.1
27095,Mille Lacs County,Liver and Intrahepatic Bile Duct,All,6.5,,12,"129,150",3.3,11.8
27097,Morrison County,Liver and Intrahepatic Bile Duct,All,4.8,*,11,"165,179",2.3,9
27099,Mower County,Liver and Intrahepatic Bile Duct,All,8,,22,"199,003",5,12.4
27101,Murray County,Liver and Intrahepatic Bile Duct,All,2.6,*,2,"41,476",0.3,13.3
27103,Nicollet County,Liver and Intrahepatic Bile Duct,All,5.6,*,11,"169,937",2.8,10.2
27105,Nobles County,Liver and Intrahepatic Bile Duct,All,6.9,*,10,"108,690",3.3,13.1
27107,Norman County,Liver and Intrahepatic Bile Duct,All,7.3,*,3,"32,617",1,24.7
27109,Olmsted County,Liver and Intrahepatic Bile Duct,All,9.5,,89,"774,422",7.6,11.7
27111,Otter Tail County,Liver and Intrahepatic Bile Duct,All,6.5,,30,"290,878",4.2,9.8
27113,Pennington County,Liver and Intrahepatic Bile Duct,All,8.3,*,7,"70,936",3.3,17.7
27115,Pine County,Liver and Intrahepatic Bile Duct,All,8.2,,18,"145,962",4.7,13.7
27117,Pipestone County,Liver and Intrahepatic Bile Duct,All,13.1,*,10,"45,998",6.1,26.3
27119,Polk County,Liver and Intrahepatic Bile Duct,All,11.2,,24,"157,541",7.1,17.1
27121,Pope County,Liver and Intrahepatic Bile Duct,All,5.3,*,6,"55,190",1.9,13.9
27123,Ramsey County,Liver and Intrahepatic Bile Duct,All,10.1,,312,"2,721,924",9,11.3
27125,Red Lake County,Liver and Intrahepatic Bile Duct,All,10.3,*,3,"20,005",2.1,34.7
27127,Redwood County,Liver and Intrahepatic Bile Duct,All,6.4,*,8,"76,311",2.7,13.7
27129,Renville County,Liver and Intrahepatic Bile Duct,All,9.3,*,11,"73,256",4.6,17.8
27131,Rice County,Liver and Intrahepatic Bile Duct,All,5.7,,23,"330,996",3.6,8.7
27133,Rock County,Liver and Intrahepatic Bile Duct,All,6.1,*,4,"47,087",1.6,17
27135,Roseau County,Liver and Intrahepatic Bile Duct,All,4.3,*,5,"76,797",1.4,11.1
27139,Scott County,Liver and Intrahepatic Bile Duct,All,7.4,,51,"726,689",5.4,9.8
27141,Sherburne County,Liver and Intrahepatic Bile Duct,All,7.5,,35,"472,706",5.1,10.5
27143,Sibley County,Liver and Intrahepatic Bile Duct,All,5.9,*,7,"74,533",2.4,13.2
27137,St. Louis County,Liver and Intrahepatic Bile Duct,All,6.7,,97,"999,340",5.4,8.3
27145,Stearns County,Liver and Intrahepatic Bile Duct,All,6.4,,59,"792,969",4.9,8.3
27147,Steele County,Liver and Intrahepatic Bile Duct,All,7.9,,20,"183,583",4.8,12.5
27149,Stevens County,Liver and Intrahepatic Bile Duct,All,3.4,*,2,"48,973",0.4,13.7
27151,Swift County,Liver and Intrahepatic Bile Duct,All,3.8,*,3,"46,859",0.8,13.5
27153,Todd County,Liver and Intrahepatic Bile Duct,All,3.3,*,6,"122,603",1.2,7.9
27155,Traverse County,Liver and Intrahepatic Bile Duct,All,10.1,*,3,"16,563",2,38.2
27157,Wabasha County,Liver and Intrahepatic Bile Duct,All,8.7,,16,"107,571",4.9,14.9
27159,Wadena County,Liver and Intrahepatic Bile Duct,All,7.7,*,8,"68,260",3.2,16.5
27161,Waseca County,Liver and Intrahepatic Bile Duct,All,7.8,*,9,"93,673",3.5,15.3
27163,Washington County,Liver and Intrahepatic Bile Duct,All,8.6,,132,"1,280,364",7.2,10.3
27165,Watonwan County,Liver and Intrahepatic Bile Duct,All,8.1,*,6,"54,736",2.6,19.3
27167,Wilkin County,Liver and Intrahepatic Bile Duct,All,6.3,*,3,"31,526",1.2,21.4
27169,Winona County,Liver and Intrahepatic Bile Duct,All,6.9,,23,"254,094",4.3,10.6
27171,Wright County,Liver and Intrahepatic Bile Duct,All,7.3,,51,"672,714",5.4,9.6
27173,Yellow Medicine County,Liver and Intrahepatic Bile Duct,All,5.7,*,3,"49,140",1,17.6
27001,Aitkin County,Liver and Intrahepatic Bile Duct,Female,2.9,*,3,"39,128",0.6,15.8
27003,Anoka County,Liver and Intrahepatic Bile Duct,Female,6,,62,"876,421",4.5,7.7
27005,Becker County,Liver and Intrahepatic Bile Duct,Female,3.6,*,5,"85,294",1.1,9.5
27007,Beltrami County,Liver and Intrahepatic Bile Duct,Female,3.5,*,5,"116,339",1.1,8.6
27009,Benton County,Liver and Intrahepatic Bile Duct,Female,1.2,*,2,"100,402",0.1,5.4
27011,Big Stone County,Liver and Intrahepatic Bile Duct,Female,18.6,*,3,"12,528",2.9,64.6
27013,Blue Earth County,Liver and Intrahepatic Bile Duct,Female,4.3,*,7,"165,980",1.7,9.2
27015,Brown County,Liver and Intrahepatic Bile Duct,Female,7,*,5,"63,055",2.1,17.3
27017,Carlton County,Liver and Intrahepatic Bile Duct,Female,3.6,*,5,"84,870",1.2,9.6
27019,Carver County,Liver and Intrahepatic Bile Duct,Female,2.4,*,6,"256,700",0.8,5.3
27021,Cass County,Liver and Intrahepatic Bile Duct,Female,3.6,*,5,"71,464",1.2,10.6
27023,Chippewa County,Liver and Intrahepatic Bile Duct,Female,2.2,*,1,"29,984",0.1,16.2
27025,Chisago County,Liver and Intrahepatic Bile Duct,Female,5.7,,11,"133,632",2.8,10.7
27027,Clay County,Liver and Intrahepatic Bile Duct,Female,3.5,*,6,"160,868",1.3,7.8
27029,Clearwater County,Liver and Intrahepatic Bile Duct,Female,2.9,*,1,"21,795",0.1,22.1
27031,Cook County,Liver and Intrahepatic Bile Duct,Female,0,,0,"13,441",0,34.4
27033,Cottonwood County,Liver and Intrahepatic Bile Duct,Female,4.2,*,2,"28,371",0.5,19.8
27035,Crow Wing County,Liver and Intrahepatic Bile Duct,Female,3.9,*,10,"161,278",1.7,7.8
27037,Dakota County,Liver and Intrahepatic Bile Duct,Female,5.1,,65,"1,069,198",3.9,6.5
27039,Dodge County,Liver and Intrahepatic Bile Duct,Female,6.9,*,4,"51,604",1.8,18.4
27041,Douglas County,Liver and Intrahepatic Bile Duct,Female,4.7,*,8,"93,584",2,10.5
27043,Faribault County,Liver and Intrahepatic Bile Duct,Female,0,,0,"34,562",0,11.8
27045,Fillmore County,Liver and Intrahepatic Bile Duct,Female,5.2,*,3,"52,150",0.9,16.4
27047,Freeborn County,Liver and Intrahepatic Bile Duct,Female,5.3,*,6,"76,320",1.7,13.2
27049,Goodhue County,Liver and Intrahepatic Bile Duct,Female,1.7,*,3,"116,296",0.3,5.7
27051,Grant County,Liver and Intrahepatic Bile Duct,Female,2.1,*,1,"14,747",0.1,29.6
27053,Hennepin County,Liver and Intrahepatic Bile Duct,Female,5.4,,200,"3,151,007",4.6,6.2
27055,Houston County,Liver and Intrahepatic Bile Duct,Female,2.9,*,2,"46,781",0.3,13
27057,Hubbard County,Liver and Intrahepatic Bile Duct,Female,6.4,*,6,"51,923",2.2,16.6
27059,Isanti County,Liver and Intrahepatic Bile Duct,Female,3.7,*,5,"97,227",1.2,9.3
27061,Itasca County,Liver and Intrahepatic Bile Duct,Female,6.2,*,10,"111,792",2.7,12.5
27063,Jackson County,Liver and Intrahepatic Bile Duct,Female,2.3,*,1,"24,327",0.1,19.5
27065,Kanabec County,Liver and Intrahepatic Bile Duct,Female,2.9,*,2,"39,828",0.3,13.9
27067,Kandiyohi County,Liver and Intrahepatic Bile Duct,Female,5.3,*,7,"106,512",2,11.8
27069,Kittson County,Liver and Intrahepatic Bile Duct,Female,14.7,*,3,"10,755",3,58
27071,Koochiching County,Liver and Intrahepatic Bile Duct,Female,2.6,*,2,"31,214",0.3,17
27073,Lac qui Parle County,Liver and Intrahepatic Bile Duct,Female,4.7,*,2,"16,692",0.4,32.2
27075,Lake County,Liver and Intrahepatic Bile Duct,Female,3.9,*,2,"25,827",0.5,21.7
27077,Lake of the Woods County,Liver and Intrahepatic Bile Duct,Female,0,,0,"9,066",0,48.1
27079,Le Sueur County,Liver and Intrahepatic Bile Duct,Female,4.8,*,5,"69,999",1.5,12.3
27081,Lincoln County,Liver and Intrahepatic Bile Duct,Female,0,,0,"13,946",0,29.6
27083,Lyon County,Liver and Intrahepatic Bile Duct,Female,1.2,*,2,"64,892",0.1,7.2
27087,Mahnomen County,Liver and Intrahepatic Bile Duct,Female,11,*,2,"13,651",1.3,45.3
27089,Marshall County,Liver and Intrahepatic Bile Duct,Female,5.7,*,2,"23,125",0.7,25.2
27091,Martin County,Liver and Intrahepatic Bile Duct,Female,4.4,*,5,"50,054",1.3,13.7
27085,McLeod County,Liver and Intrahepatic Bile Duct,Female,0.5,*,1,"89,606",0,4.8
27093,Meeker County,Liver and Intrahepatic Bile Duct,Female,5.3,*,5,"56,668",1.7,14.2
27095,Mille Lacs County,Liver and Intrahepatic Bile Duct,Female,1.1,*,1,"64,283",0,7.5
27097,Morrison County,Liver and Intrahepatic Bile Duct,Female,3.8,*,4,"81,746",0.9,10.8
27099,Mower County,Liver and Intrahepatic Bile Duct,Female,7.4,*,10,"99,184",3.5,14.3
27101,Murray County,Liver and Intrahepatic Bile Duct,Female,0,,0,"20,794",0,20
27103,Nicollet County,Liver and Intrahepatic Bile Duct,Female,2.2,*,2,"84,318",0.3,8.3
27105,Nobles County,Liver and Intrahepatic Bile Duct,Female,2.9,*,2,"52,684",0.3,11.6
27107,Norman County,Liver and Intrahepatic Bile Duct,Female,8.7,*,1,"16,215",0.2,42.6
27109,Olmsted County,Liver and Intrahepatic Bile Duct,Female,5.9,,29,"396,367",3.9,8.6
27111,Otter Tail County,Liver and Intrahepatic Bile Duct,Female,4.7,*,10,"144,462",2,9.6
27113,Pennington County,Liver and Intrahepatic Bile Duct,Female,0,,0,"35,646",0,10.5
27115,Pine County,Liver and Intrahepatic Bile Duct,Female,6.6,*,8,"67,827",2.8,14.8
27117,Pipestone County,Liver and Intrahepatic Bile Duct,Female,9.9,*,3,"23,530",1.9,31.9
27119,Polk County,Liver and Intrahepatic Bile Duct,Female,3.7,*,4,"78,361",1,10.5
27121,Pope County,Liver and Intrahepatic Bile Duct,Female,5.4,*,3,"26,991",1.1,21.9
27123,Ramsey County,Liver and Intrahepatic Bile Duct,Female,5.8,,96,"1,395,268",4.6,7.1
27125,Red Lake County,Liver and Intrahepatic Bile Duct,Female,7.5,*,1,"9,839",0.2,51.9
27127,Redwood County,Liver and Intrahepatic Bile Duct,Female,0,,0,"38,226",0,10.3
27129,Renville County,Liver and Intrahepatic Bile Duct,Female,12,*,7,"36,057",4.7,27.5
27131,Rice County,Liver and Intrahepatic Bile Duct,Female,3.7,*,7,"162,226",1.5,8
27133,Rock County,Liver and Intrahepatic Bile Duct,Female,3.2,*,1,"23,883",0.1,21.2
27135,Roseau County,Liver and Intrahepatic Bile Duct,Female,0,,0,"37,319",0,10.4
27139,Scott County,Liver and Intrahepatic Bile Duct,Female,7.5,,26,"364,400",4.8,11.1
27141,Sherburne County,Liver and Intrahepatic Bile Duct,Female,2.3,*,5,"230,437",0.7,5.4
27143,Sibley County,Liver and Intrahepatic Bile Duct,Female,2.9,*,2,"36,894",0.3,14.3
27137,St. Louis County,Liver and Intrahepatic Bile Duct,Female,4.4,,31,"498,004",2.9,6.4
27145,Stearns County,Liver and Intrahepatic Bile Duct,Female,2.8,,13,"393,447",1.4,4.8
27147,Steele County,Liver and Intrahepatic Bile Duct,Female,2.8,*,3,"92,269",0.5,8.8
27149,Stevens County,Liver and Intrahepatic Bile Duct,Female,0,,0,"24,481",0,17.1
27151,Swift County,Liver and Intrahepatic Bile Duct,Female,2.7,*,1,"23,255",0.1,20.9
27153,Todd County,Liver and Intrahepatic Bile Duct,Female,2.2,*,2,"59,573",0.3,9.7
27155,Traverse County,Liver and Intrahepatic Bile Duct,Female,0,,0,"8,215",0,52.2
27157,Wabasha County,Liver and Intrahepatic Bile Duct,Female,1.7,*,2,"53,803",0.2,9.5
27159,Wadena County,Liver and Intrahepatic Bile Duct,Female,3.5,*,2,"34,359",0.4,16.4
27161,Waseca County,Liver and Intrahepatic Bile Duct,Female,7.9,*,5,"48,819",2.5,19.6
27163,Washington County,Liver and Intrahepatic Bile Duct,Female,5.8,,45,"647,259",4.2,7.8
27165,Watonwan County,Liver and Intrahepatic Bile Duct,Female,2.7,*,1,"27,528",0.1,18.2
27167,Wilkin County,Liver and Intrahepatic Bile Duct,Female,0,,0,"15,202",0,25.5
27169,Winona County,Liver and Intrahepatic Bile Duct,Female,5.3,*,9,"128,066",2.4,10.6
27171,Wright County,Liver and Intrahepatic Bile Duct,Female,4.9,,17,"333,313",2.8,8
27173,Yellow Medicine County,Liver and Intrahepatic Bile Duct,Female,4,*,1,"24,379",0.1,23.2
27001,Aitkin County,Liver and Intrahepatic Bile Duct,Male,16.7,,15,"40,009",9.3,31.9
27003,Anoka County,Liver and Intrahepatic Bile Duct,Male,13.9,,130,"876,776",11.5,16.6
27005,Becker County,Liver and Intrahepatic Bile Duct,Male,15.9,,21,"84,842",9.6,25.3
27007,Beltrami County,Liver and Intrahepatic Bile Duct,Male,8.1,,12,"115,769",4.1,14.6
27009,Benton County,Liver and Intrahepatic Bile Duct,Male,2.5,*,3,"100,455",0.5,7.7
27011,Big Stone County,Liver and Intrahepatic Bile Duct,Male,7.9,*,2,"12,411",1,43.1
27013,Blue Earth County,Liver and Intrahepatic Bile Duct,Male,13.2,,22,"168,321",8.1,20.3
27015,Brown County,Liver and Intrahepatic Bile Duct,Male,21.2,,17,"62,725",11.8,35.4
27017,Carlton County,Liver and Intrahepatic Bile Duct,Male,11.3,,14,"93,307",6,19.6
27019,Carver County,Liver and Intrahepatic Bile Duct,Male,10.6,,28,"253,152",6.9,15.6
27021,Cass County,Liver and Intrahepatic Bile Duct,Male,11,,15,"74,621",5.9,19.8
